-0.107254	0.114130	-0.116146	-0.115086	0.115073	-0.089537	-0.074888	-0.103343	-0.134443	0.059464	0.121505	-0.069397	-0.103849	0.110573	0.095026	0.125855	0.117755	0.124517	0.115544	-0.121976	0.113689	-0.116044	0.054874	0.095294	-0.083659	0.125016	0.084931	-0.098929	0.119502	-0.103931	0.087563	-0.083209	0.110381	0.110442	0.049086	-0.106130	-0.067302	-0.054619	0.056711	-0.062353	-0.023126	-0.069898	0.105755	0.178676	0.089557	0.117592	-0.106482	0.099113	0.091235	0.081459	0.054146	0.091470	-0.120931	0.126130	-0.146172	-0.109749	-0.078818	-0.077144	0.116746	-0.095359	0.080497	0.096572	0.096067	-0.122746	0.103796	-0.014214	-0.045244	-0.024935	0.116459	-0.080104	-0.123319	0.065884	0.113015	0.004167	-0.150632	0.109880	0.123823	0.114761	-0.060672	0.094012	-0.108759	-0.100687	-0.019416	-0.103285	-0.112562	0.070508	-0.111862	0.133050	0.079724	0.093041	0.112381	-0.093563	0.097293	0.051801	0.069421	0.089046	0.110853	0.132398	0.098765	-0.113029	
-0.110039	-0.095340	0.104573	-0.086390	-0.095608	-0.109328	-0.083049	0.106525	0.106984	-0.105871	0.098089	-0.103728	-0.105530	-0.098245	0.098541	0.105793	0.093693	-0.090288	-0.109179	-0.091242	0.107046	-0.101588	0.067729	-0.098519	0.110796	0.104942	0.071383	0.111487	-0.106323	-0.100914	0.099417	-0.091211	-0.087749	-0.104069	-0.101246	0.102392	0.111214	0.105417	0.094948	-0.087294	-0.109643	0.095437	-0.099746	-0.097393	0.099324	0.103143	0.096932	-0.108199	-0.102098	-0.109450	0.094637	-0.099539	0.102276	-0.103832	0.096222	-0.104004	-0.083859	-0.087665	0.094665	0.100121	-0.095181	-0.108286	0.091645	-0.102519	0.091835	-0.112188	-0.081855	-0.105036	-0.098186	0.094070	0.095315	0.098866	0.107812	0.093019	-0.087608	0.071285	-0.109298	0.100777	-0.086408	-0.109775	-0.103737	0.112063	0.105699	0.103492	0.099674	0.091854	0.108929	-0.101892	0.093592	0.101091	0.110242	0.102494	0.107331	-0.107094	-0.099450	-0.105272	0.109709	0.082922	-0.099796	-0.112623	
-0.108440	0.088858	0.097649	0.109006	0.106648	-0.105962	0.108910	0.106010	0.111581	0.060575	-0.104310	-0.094421	0.083155	-0.099866	0.096665	-0.084094	0.076670	-0.092943	-0.109480	-0.089273	-0.104868	-0.102315	-0.102931	0.092817	-0.101604	0.109524	0.080615	0.109733	0.099604	0.111725	0.101123	0.104499	-0.093339	-0.101995	-0.109372	0.104597	0.109811	-0.101536	-0.111939	-0.093302	-0.112267	-0.102858	0.109034	0.084199	0.093528	-0.067987	0.085824	-0.105991	-0.106729	0.104929	0.106641	0.094084	-0.101747	-0.107472	0.094135	0.108902	-0.091250	-0.092655	-0.112285	-0.099224	0.098415	-0.109059	-0.109365	-0.099686	-0.103683	-0.113279	-0.091271	0.100316	0.110797	-0.089115	-0.109620	0.101566	-0.100720	0.099243	-0.083730	0.036144	-0.111820	0.098379	0.111209	0.105469	-0.105048	0.112395	0.082040	0.100104	0.104257	0.080741	0.110849	-0.098700	-0.110342	0.100329	0.108313	0.097067	-0.080964	0.075499	-0.100783	0.091726	0.111765	0.075338	0.104274	-0.112144	
-0.086966	0.104342	-0.087990	0.084755	-0.115858	-0.123539	-0.128043	0.090371	0.115115	0.098827	-0.116195	0.101892	0.111527	0.085967	0.104059	-0.121559	0.098451	-0.062361	-0.098006	0.000000	0.086546	0.092865	0.139693	0.099267	0.088099	-0.128576	0.156066	0.078716	-0.088552	-0.096697	-0.091181	-0.110906	-0.119884	0.126707	-0.089962	-0.135515	-0.066730	-0.110129	0.116441	-0.129109	0.110357	0.085743	0.094495	-0.061248	-0.044280	-0.112720	0.110417	0.081425	0.085650	-0.089856	-0.006577	0.004181	0.092454	-0.057317	0.042598	0.111354	-0.002484	0.092017	0.133364	-0.031240	-0.093969	0.077374	-0.092217	0.108409	0.133381	-0.090379	-0.110760	-0.006693	0.094800	-0.120725	-0.062500	0.105087	-0.119086	0.133344	-0.125499	0.132148	0.141043	0.088357	0.086386	-0.081100	-0.093708	-0.097240	0.110417	-0.106775	-0.106244	0.119160	-0.089923	-0.108957	-0.060853	-0.113955	0.054095	-0.092517	0.077213	0.158054	-0.088916	-0.081192	0.092736	-0.119720	-0.095504	0.094450	
-0.003771	-0.027983	0.104144	-0.106930	0.066220	0.016129	0.064761	-0.016107	-0.149225	0.113917	-0.006990	-0.127549	0.063176	-0.087197	0.058626	-0.006086	0.112214	-0.044160	0.055700	-0.157396	-0.056844	-0.163701	0.159232	0.162290	-0.080543	-0.172499	0.152227	-0.151663	0.070318	-0.095395	-0.126871	-0.135525	-0.146655	0.189386	0.055984	-0.003688	-0.083019	-0.086039	0.072574	-0.117203	0.118381	0.058328	-0.073444	0.043997	0.081625	-0.038797	0.166325	0.155828	0.040881	-0.023875	0.154006	0.119046	0.008962	0.112292	-0.014907	0.060140	0.001321	0.038246	0.133012	-0.037136	0.002512	0.113940	0.144442	0.024443	0.071853	0.053270	-0.068147	-0.053606	-0.119019	0.108442	0.152114	0.151304	0.048663	-0.107453	-0.066926	0.126861	0.058460	0.063058	0.049065	0.012121	0.054716	0.076376	0.049030	0.014703	0.113398	0.171200	-0.100025	0.057020	0.152504	0.013085	-0.156792	-0.029464	-0.071087	0.156516	-0.020108	0.130529	0.152898	0.167999	0.056134	0.060000	
0.009534	-0.091077	0.109022	0.107644	0.109026	0.101357	-0.107664	-0.108909	0.106778	0.107047	0.101539	-0.106271	0.105300	-0.102465	-0.109085	0.100780	-0.083037	0.103343	0.108787	0.106842	-0.107960	-0.109685	-0.105773	0.100140	-0.110900	-0.108805	0.103452	0.106898	-0.108467	0.108373	0.096657	-0.105668	-0.110823	-0.101284	0.103271	0.099554	0.109031	0.109015	0.100915	0.098001	-0.016626	-0.099287	-0.108676	-0.096598	0.042842	0.105291	-0.006833	-0.102641	0.090876	-0.107006	0.093074	-0.091192	0.103035	0.091416	0.108567	-0.108587	-0.097708	0.098703	-0.109225	-0.107567	-0.095688	-0.071191	-0.111457	0.104616	-0.103740	0.107170	0.077469	0.026619	0.105842	-0.079292	0.104422	0.102088	-0.109687	0.090894	-0.105264	0.079008	-0.108148	-0.110406	-0.109320	0.099760	-0.110671	-0.107638	-0.099342	-0.113643	0.110068	-0.090796	-0.108658	-0.081074	0.098836	-0.108608	-0.100299	-0.086482	-0.103433	0.096545	-0.091977	0.104748	0.111127	-0.067012	-0.109780	0.107564	
-0.112965	0.104429	-0.097927	-0.100715	0.103060	0.096160	-0.095037	0.098134	0.099943	0.093063	0.089632	0.071410	0.100695	-0.120163	0.103201	-0.098963	-0.078286	0.112712	-0.105369	-0.097601	-0.098039	0.043431	0.090484	-0.090014	0.094821	-0.091943	0.099994	0.107077	-0.106244	-0.092465	0.107070	0.099466	-0.099583	-0.100967	-0.102372	0.099065	0.108217	-0.093382	0.103091	0.096260	-0.096451	0.091837	-0.111526	-0.086559	-0.094485	0.100294	-0.100380	0.090742	0.107797	0.101379	0.103884	0.093231	-0.097353	0.107657	0.101706	-0.107521	-0.116241	-0.094113	0.099915	-0.104080	0.096671	0.065281	-0.112012	0.096975	-0.101651	-0.114064	0.094106	-0.100527	0.106170	-0.089241	0.094335	-0.099778	0.105728	-0.102200	-0.117091	-0.038082	-0.107154	0.098617	-0.117136	0.094329	-0.103993	-0.122253	-0.110828	-0.106698	0.114930	-0.094448	0.108928	0.079820	-0.100634	-0.107291	-0.093851	0.073389	0.089048	0.109575	-0.095457	0.143522	0.106954	0.057595	0.097536	-0.104978	
0.083509	0.091807	-0.100077	-0.096602	0.117370	0.102992	-0.135222	0.075005	-0.083596	0.014973	-0.085304	0.023339	0.095740	-0.069049	-0.099020	-0.106205	0.096430	-0.101223	-0.109009	-0.138161	0.102483	-0.117342	-0.112682	0.112226	-0.098910	0.094700	-0.108689	0.095776	-0.093277	-0.090445	-0.065591	0.084084	-0.137126	0.120438	0.017403	-0.134694	0.108468	-0.101178	0.113391	-0.130819	0.089131	0.103303	0.093328	-0.046107	0.122481	0.109542	-0.103723	0.046825	0.086719	-0.101310	0.056243	-0.010637	-0.109045	0.036649	-0.109312	-0.075164	0.070909	0.088050	0.124770	0.071281	-0.095577	0.057710	-0.101696	0.122708	0.130636	0.103850	-0.103169	-0.066927	0.101357	-0.132275	-0.060335	0.102832	-0.117312	0.147145	-0.133254	0.112035	0.131319	0.106560	-0.114541	-0.032291	-0.103143	-0.108166	0.111121	-0.110615	-0.113101	0.107191	0.103600	-0.120592	-0.026267	0.057952	-0.090019	-0.104191	-0.076216	0.157639	-0.095487	0.054716	0.096522	-0.124425	-0.107188	-0.102446	
-0.098590	0.091313	0.105642	0.113545	-0.112747	0.098241	-0.105691	0.099337	0.126014	0.066471	0.111641	0.111006	-0.119857	-0.087930	-0.109574	-0.104247	-0.098339	-0.102689	0.103419	-0.119710	-0.106309	0.124308	0.144420	0.066304	-0.104731	-0.104553	0.117292	-0.101938	0.104745	0.109778	0.052485	0.103125	0.102416	-0.088181	0.096158	-0.090403	-0.111244	-0.081923	0.089397	0.071823	0.137152	0.095079	0.093074	0.103729	-0.072607	0.092189	0.046745	-0.130688	-0.023394	0.113465	-0.044300	-0.026114	0.092333	-0.116980	0.076017	0.106152	-0.080051	0.144029	0.102350	-0.025699	0.091938	-0.034186	0.119767	0.119415	-0.094604	-0.102643	-0.120153	-0.075836	-0.099308	-0.016537	0.115286	-0.102194	-0.112697	0.153140	-0.088687	0.092805	-0.095333	-0.104861	-0.109748	-0.054157	0.072417	0.095223	-0.073609	0.089096	0.107971	0.049293	0.105118	-0.118186	0.125436	0.027745	-0.084169	-0.109497	0.123052	0.130818	-0.093939	-0.095536	-0.105682	-0.104876	0.105121	0.123730	
0.001729	0.015361	-0.031485	0.007495	0.128905	-0.163706	0.164457	0.161512	0.047108	0.156060	-0.019049	0.020592	0.046857	0.001151	-0.013685	-0.045925	0.008784	0.077486	0.162247	-0.056440	0.034895	0.158811	-0.128490	0.095119	0.130758	0.168171	-0.160916	-0.068843	-0.156024	0.072496	-0.056076	0.004298	0.156167	0.157481	-0.010998	-0.147826	-0.152173	-0.142801	0.019637	0.033725	-0.013897	-0.031991	0.149020	0.187086	0.076110	-0.151042	0.022756	-0.099106	0.016256	-0.160972	0.010186	-0.030286	-0.078645	-0.002127	-0.157471	-0.165945	-0.002030	0.009829	-0.153760	-0.156934	0.053711	0.012513	-0.115745	-0.032941	-0.034476	0.155655	-0.021747	-0.003055	-0.025358	0.056317	0.030558	-0.073985	0.020634	0.041720	0.095491	0.026626	-0.156859	0.141210	0.153774	-0.005270	0.159871	-0.053323	0.020386	-0.179996	0.149311	0.053982	-0.149693	0.039006	0.070575	0.153300	-0.044865	-0.015898	0.038728	0.073273	-0.022080	0.001828	0.141294	0.026449	0.147240	0.038023	
