0.200792	-0.123719	0.008361	-0.007458	-0.008361	-0.005933	0.008361	0.008361	-0.005933	-0.008361	0.005932	-0.005933	-0.009807	0.008361	0.070512	0.005933	-0.246960	0.229381	0.174962	0.008361	-0.005512	-0.102471	0.008361	-0.005932	-0.016448	-0.008361	-0.214203	-0.187986	-0.008361	-0.008361	0.265825	0.013059	0.203216	0.118643	0.008100	-0.005933	0.008361	0.008361	0.008361	0.005968	-0.126791	-0.008361	-0.008361	-0.141601	-0.005933	0.300439	0.008361	0.265845	-0.008361	-0.008361	0.334309	-0.028386	-0.008361	0.008361	-0.005932	0.005933	-0.005933	0.287568	0.241481	0.109972	0.176087	-0.280581	0.008361	-0.008361	
-0.244901	-0.213222	-0.021261	0.026322	0.022574	-0.000972	-0.030031	-0.027125	-0.003920	0.027870	0.006444	-0.005751	0.008053	-0.034930	0.121064	0.004592	-0.031746	0.204917	-0.264991	-0.028294	0.034712	-0.172770	-0.025491	0.000186	0.498315	0.023557	-0.068641	-0.011641	0.027290	0.028294	0.124937	-0.154758	-0.271348	0.259024	-0.166543	-0.006640	-0.030259	-0.033120	-0.032555	0.012109	-0.197807	0.032245	0.024074	0.143490	-0.011315	-0.134292	-0.027590	0.207978	0.026784	0.028976	-0.160697	0.031382	0.026091	-0.027539	-0.008430	0.004355	-0.011005	-0.157628	-0.038595	0.074362	0.091798	-0.251590	-0.022117	0.025708	
-0.245424	-0.489744	-0.007350	0.004390	0.007720	0.003688	0.002163	-0.003298	0.026891	-0.008442	-0.019878	0.030902	0.028230	-0.018848	0.121687	-0.023338	-0.185975	0.207149	-0.265630	0.006443	-0.001141	0.013288	0.000794	0.024732	-0.054239	0.007712	0.067572	-0.013449	0.002401	0.000734	0.123806	0.251680	-0.283128	0.255307	-0.003737	0.026355	-0.009229	0.009202	-0.011462	0.002631	-0.197988	-0.001548	0.001526	0.145773	0.017644	-0.033227	-0.008868	0.209255	0.002941	0.004760	0.207036	0.037107	-0.008421	-0.014319	0.036739	-0.020744	0.021016	-0.291632	-0.040508	-0.128886	0.088941	-0.182953	0.003124	0.002110	
-0.241296	-0.251971	0.003660	-0.000967	-0.009484	-0.004179	0.007789	0.006757	-0.008445	-0.004302	0.008357	-0.008094	0.000739	0.009036	0.137696	0.010656	-0.157322	0.204743	-0.263122	0.003192	-0.000356	-0.474102	0.007663	-0.010033	0.221013	-0.006513	0.073189	-0.007892	-0.004059	-0.004984	0.045870	0.229008	-0.281964	0.251955	-0.036207	-0.013432	-0.000634	0.008918	0.000806	0.009341	-0.197231	-0.004741	-0.003903	0.142245	-0.015088	-0.030348	0.006825	0.251437	-0.006426	-0.007400	0.201759	0.045915	-0.011150	0.002773	-0.005836	0.005017	-0.006380	0.118497	-0.058460	-0.099295	0.131651	-0.179997	0.000638	-0.006406	
-0.238646	-0.257222	-0.003092	0.003529	0.002935	-0.004581	-0.003115	-0.003097	-0.004667	0.002981	0.004477	-0.004605	-0.007976	-0.003460	0.166907	0.004640	-0.155053	0.204551	0.203615	-0.003602	0.003664	-0.477349	-0.003038	-0.004353	-0.056716	0.002884	0.124339	0.278766	0.003123	0.003218	0.045264	-0.079383	-0.279189	-0.361859	-0.060334	-0.004343	-0.003351	-0.003119	-0.003149	0.005067	-0.193098	0.002889	0.003045	-0.001703	-0.004325	-0.025092	-0.003116	0.254775	0.003392	0.002794	0.195427	0.045339	0.003172	-0.003327	-0.004474	0.004139	-0.004688	0.122263	-0.099424	-0.091860	0.139222	0.015262	-0.002932	0.003039	
0.246942	0.018481	0.007008	0.010195	-0.009793	0.004791	0.029870	0.001060	0.030830	0.017988	-0.015619	0.008065	0.024790	-0.008959	-0.079710	0.002242	0.183062	-0.075485	-0.202003	-0.003152	0.036036	0.189450	-0.002752	0.026928	-0.048629	0.012770	-0.223058	-0.269607	0.024433	0.038555	0.285248	-0.001755	0.277633	-0.083885	-0.336771	0.011566	0.012846	-0.013650	-0.011209	0.007054	0.046863	0.012513	0.011457	-0.136511	0.014163	-0.108349	-0.001366	-0.236647	0.008646	0.001791	0.061485	0.039244	0.023705	-0.012095	0.008708	-0.013279	0.008004	-0.375395	-0.179381	0.291001	-0.216677	0.044173	-0.024096	0.003522	
0.254472	0.018939	0.011922	-0.011123	-0.011167	-0.010414	0.011790	0.010769	-0.010995	-0.012142	0.010695	-0.010180	-0.007151	0.010544	-0.080109	0.010961	0.180917	-0.075910	-0.196818	0.011480	0.004400	0.189946	0.011695	-0.010611	-0.005893	-0.011051	-0.220660	-0.275211	-0.011565	-0.011123	-0.066061	0.013207	0.282234	-0.085448	-0.338160	-0.011123	0.011202	0.011775	0.011767	0.011728	0.061663	-0.010871	-0.010919	-0.135555	-0.011162	-0.089108	0.010706	-0.238213	-0.011189	-0.011873	0.062451	0.051418	-0.011635	0.011739	-0.010680	0.011205	-0.010458	0.452644	-0.178942	0.315358	-0.215733	0.045859	0.011472	-0.010668	
0.253124	0.014051	0.002187	0.003823	0.012884	0.006134	-0.007085	-0.010972	0.015278	0.005970	-0.019208	-0.013397	0.008420	-0.009698	-0.080665	-0.000207	0.115447	-0.138304	-0.195556	0.003843	0.086834	0.170232	0.001263	-0.004158	-0.064074	-0.002027	-0.204850	-0.275380	-0.008463	0.010431	-0.074269	0.006567	0.278951	-0.090179	-0.336208	-0.004604	0.004098	-0.010462	0.005564	-0.007679	0.099446	0.014827	0.006671	-0.133320	0.017317	-0.084730	-0.000808	-0.236393	0.014445	0.009443	0.059224	0.047008	0.002688	-0.016134	0.023127	-0.008906	0.006102	-0.356609	-0.178705	0.331182	0.346250	0.044069	0.018309	0.017313	
-0.182990	0.016480	-0.003384	0.005493	0.003673	-0.010145	-0.006078	-0.002948	-0.010011	0.004672	0.010044	-0.010729	-0.013581	-0.005671	-0.088055	0.010190	0.075899	-0.150102	-0.192252	-0.004073	-0.244873	0.155814	-0.004483	-0.008874	-0.020816	0.003296	-0.205273	-0.272233	0.002915	0.003821	-0.077203	0.016420	-0.169630	-0.108220	-0.270304	-0.010228	-0.003840	-0.003179	-0.003997	0.013062	0.184964	0.004567	0.004617	0.244658	-0.010466	-0.081937	-0.004977	-0.237211	0.004016	0.006451	0.046635	-0.128174	0.005246	-0.004209	-0.009982	0.011163	-0.010269	-0.356352	-0.185297	0.332981	0.346335	-0.013167	-0.004204	0.004493	
-0.189524	0.014002	0.012581	-0.011561	-0.011965	-0.004110	0.011232	0.011821	-0.003927	-0.012899	0.002711	-0.001658	-0.003002	0.011187	-0.074694	0.001253	0.109237	-0.139781	-0.174510	0.012840	0.084192	0.163205	0.012191	-0.002583	0.004429	-0.011468	-0.199588	-0.280613	-0.011422	-0.012548	-0.070818	0.005402	0.186014	0.414811	-0.298768	-0.002368	0.011434	0.011293	0.011493	0.002426	0.099246	-0.012512	-0.011072	0.025280	-0.002375	-0.083638	0.011718	-0.165851	-0.012183	-0.011656	0.056929	-0.221259	-0.011983	0.012030	-0.002853	0.002259	-0.003231	-0.349060	-0.165478	0.331799	0.277265	0.059687	0.010744	-0.010430	
0.020043	-0.211646	0.002293	-0.007254	-0.006862	0.021584	0.004891	0.007633	0.018868	-0.004379	-0.018040	0.018672	0.013521	0.006602	0.180850	-0.018183	0.112272	-0.137211	-0.153098	0.006839	0.000782	0.164471	0.001619	0.019439	-0.005982	-0.004354	0.100551	0.161669	-0.008111	-0.000395	-0.069128	-0.012526	0.167903	0.419132	-0.297602	0.018383	0.004110	0.004357	0.005357	0.404735	0.097331	-0.009131	-0.005787	0.025010	0.019998	-0.081250	0.008869	0.234766	-0.007639	-0.004366	0.058142	-0.240684	-0.006006	0.005116	0.017006	-0.021997	0.018674	0.234532	0.340458	-0.144826	0.022207	0.068086	0.008426	-0.007848	
0.028249	-0.339762	-0.022228	-0.020698	0.010894	-0.000759	-0.005063	-0.003011	-0.005971	-0.015163	-0.020151	-0.000466	0.014148	0.001027	0.327012	-0.023376	0.049586	-0.131297	-0.082194	-0.002979	-0.005494	-0.444380	-0.010926	0.006406	-0.037433	0.010861	0.182666	0.172796	-0.004447	-0.009789	0.275768	0.004719	0.082014	-0.218820	-0.336654	0.002433	0.006825	0.009485	0.011874	0.115063	0.052593	0.016561	0.005617	-0.005297	0.023076	-0.107676	-0.008516	-0.039066	0.003011	0.005487	0.117041	0.025467	0.005487	0.009398	0.013279	-0.008295	0.007970	0.321148	0.194481	-0.156027	0.002660	0.142288	0.009333	0.010275	
